method	cutoff	reference	key	weighted_f1_mean	weighted_f1_std	weighted_f1_count	weighted_precision_mean	weighted_precision_std	weighted_recall_mean	weighted_recall_std
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.23261551562567206	0.17155899319512036	243	0.966911864568143	0.17877149628197012	0.1531929608037814	0.1399417134819009
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.23315489799709072	0.17209521850420054	243	0.9654719285261366	0.17893145937070987	0.1531929608037814	0.1399417134819009
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.1669385830142636	0.1401830246846108	243	0.8928926052519064	0.21817986987489815	0.11873443518765349	0.11895538234385268
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.035874246284214664	0.08324673879937643	243	0.7152740475008574	0.3920120789984783	0.023699752614315367	0.06676691848369787
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.06625659776808847	0.0988128260567353	243	0.9132878866983913	0.28148548910668386	0.038901233401192496	0.07484097352165976
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.06699824081103144	0.09905452049275786	243	0.9115371836815601	0.28138333597574455	0.0389030118049684	0.07484176471780565
scvi	0.75	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.0363825174404672	0.08521722951925642	243	0.7602911203285411	0.40602550150139555	0.023673456335584524	0.06676784259046475
scvi	0.75	whole cortex	class	0.16385356151670227	0.14247553939995117	243	0.9300936922165979	0.19568664026431187	0.111099282691214	0.11881656062587541
scvi	0.75	whole cortex	family	0.20498969855711952	0.16977281287221024	243	0.96688778148798	0.17876811730380407	0.13659331594842203	0.13799631453721095
scvi	0.75	whole cortex	global	0.20500948397879473	0.16978781425165	243	0.9668903596470066	0.17876857010464847	0.13659331594842203	0.13799631453721095
scvi	0.75	whole cortex	subclass	0.15716025393323202	0.14203029128542644	243	0.9394046647602372	0.19952987417310586	0.11056174954238152	0.11894253153669153
seurat	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8234803123352701	0.16391612931672583	243	0.9472750795745469	0.044821861455851354	0.8054547506235872	0.1750238496905874
seurat	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9263298959017637	0.06006368663991125	243	0.9843303361877765	0.03214368706638225	0.8857875908147651	0.09213712029517741
seurat	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9174203577935849	0.07400593977356418	243	0.9628318482626345	0.028328510317038168	0.8986332823384324	0.09318287249264942
seurat	0.0	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.8210890021439683	0.16503143749785992	243	0.9660118451609092	0.03620602649720511	0.7921730022228732	0.17910602220978766
seurat	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8748515325995836	0.15282660567912187	243	0.960919239604743	0.037705814019353544	0.8463323135481294	0.15971604549920054
seurat	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9551905239064412	0.05984483455994624	243	0.9832326188724521	0.03618482669493716	0.9358288195806445	0.07088585285278674
seurat	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9558864962583826	0.043367982803879365	243	0.9735764501033463	0.02026150489483918	0.9481370179810106	0.057512452536744266
seurat	0.0	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8643869738040422	0.1528087102113556	243	0.9702317289831466	0.034410004373451146	0.8351160976067071	0.1597037599414595
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8547145466624125	0.09329037491549129	243	0.957703779404704	0.03719890928184742	0.8026032622943166	0.11269929593094276
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9471595101015285	0.0836032511994573	243	0.9829204561521022	0.03804418159225127	0.9270467318808261	0.09376590052189822
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9507191357580796	0.05315855983303877	243	0.9731344589915126	0.01953035647092961	0.9406795210722898	0.07436910998342128
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.7228288561423507	0.14144179337019538	243	0.9228454573932815	0.05198490479850455	0.7217221281060089	0.15324770239533586
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7574287806750745	0.15826380804707307	243	0.945565923743715	0.049234820591893845	0.682214669728549	0.18673805592614284
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.863213213979386	0.13203683011420686	243	0.9798549241195548	0.04434241145188105	0.8069914534238667	0.1753288032855978
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8578469851585029	0.15713023968585027	243	0.9564376561623563	0.03521723612376277	0.8284808463946074	0.18296924943534346
seurat	0.0	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6514358084163626	0.18637815133750854	243	0.9236099545629267	0.05198855016527755	0.6191553636850659	0.2054146832152762
seurat	0.0	whole cortex	class	0.8430053734545065	0.11540760773563914	243	0.9430276911365914	0.05013423779252665	0.7935695409886162	0.13939997998635648
seurat	0.0	whole cortex	family	0.9302696956859515	0.12379874076218343	243	0.9721867447273367	0.03986179897664072	0.918507134583603	0.14562715031480963
seurat	0.0	whole cortex	global	0.9359785036882354	0.10599435521796717	243	0.9709633491716394	0.026916111732788617	0.925819171592881	0.13597491054006955
seurat	0.0	whole cortex	subclass	0.7932942922154869	0.15012416467889222	243	0.9413780234895968	0.05573070651922029	0.7541905297377421	0.17820241462767092
seurat	0.05	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8234803123352701	0.1639161293167258	243	0.9472750795745469	0.044821861455851354	0.8054547506235872	0.17502384969058737
seurat	0.05	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9263298959017637	0.0600636866399113	243	0.9843303361877765	0.03214368706638228	0.8857875908147651	0.09213712029517747
seurat	0.05	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9174203577935849	0.07400593977356403	243	0.9628318482626345	0.028328510317038185	0.8986332823384324	0.0931828724926494
seurat	0.05	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.8210890021439683	0.16503143749785995	243	0.9660118451609092	0.03620602649720512	0.7921730022228732	0.17910602220978766
seurat	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8748515325995836	0.15282660567912182	243	0.960919239604743	0.03770581401935356	0.8463323135481294	0.15971604549920052
seurat	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9551905239064412	0.05984483455994621	243	0.9832326188724521	0.03618482669493715	0.9358288195806445	0.07088585285278674
seurat	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9558864962583826	0.043367982803879365	243	0.9735764501033463	0.020261504894839178	0.9481370179810106	0.05751245253674428
seurat	0.05	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8643869738040422	0.15280871021135561	243	0.9702317289831466	0.03441000437345115	0.8351160976067071	0.15970375994145947
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8547145466624125	0.09329037491549128	243	0.957703779404704	0.03719890928184743	0.8026032622943166	0.1126992959309427
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9471595101015285	0.08360325119945725	243	0.9829204561521022	0.03804418159225126	0.9270467318808261	0.09376590052189819
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9507191357580796	0.05315855983303874	243	0.9731344589915126	0.01953035647092964	0.9406795210722898	0.07436910998342122
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.7228288561423507	0.1414417933701954	243	0.9228454573932815	0.05198490479850455	0.7217221281060089	0.15324770239533586
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7574287806750745	0.15826380804707302	243	0.945565923743715	0.049234820591893866	0.682214669728549	0.1867380559261428
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.863213213979386	0.1320368301142069	243	0.9798549241195548	0.04434241145188105	0.8069914534238667	0.17532880328559783
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8578469851585029	0.15713023968585027	243	0.9564376561623563	0.03521723612376278	0.8284808463946074	0.18296924943534332
seurat	0.05	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6514358084163626	0.1863781513375086	243	0.9236099545629267	0.05198855016527763	0.6191553636850659	0.20541468321527617
seurat	0.05	whole cortex	class	0.8430053734545065	0.11540760773563916	243	0.9430276911365914	0.05013423779252659	0.7935695409886162	0.1393999799863565
seurat	0.05	whole cortex	family	0.9302696956859515	0.12379874076218336	243	0.9721867447273367	0.039861798976640724	0.918507134583603	0.14562715031480974
seurat	0.05	whole cortex	global	0.9359785036882354	0.10599435521796723	243	0.9709633491716394	0.026916111732788565	0.925819171592881	0.13597491054006955
seurat	0.05	whole cortex	subclass	0.7932942922154869	0.15012416467889225	243	0.9413780234895968	0.05573070651922029	0.7541905297377421	0.178202414627671
seurat	0.1	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8234803123352701	0.16391612931672586	243	0.9472750795745469	0.044821861455851354	0.8054547506235872	0.1750238496905874
seurat	0.1	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9263298959017637	0.0600636866399113	243	0.9843303361877765	0.03214368706638227	0.8857875908147651	0.09213712029517751
seurat	0.1	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9174203577935849	0.07400593977356411	243	0.9628318482626345	0.028328510317038192	0.8986332823384324	0.0931828724926494
seurat	0.1	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.8210890021439683	0.16503143749785992	243	0.9660118451609092	0.03620602649720511	0.7921730022228732	0.17910602220978766
seurat	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8748515325995836	0.15282660567912193	243	0.960919239604743	0.03770581401935356	0.8463323135481294	0.1597160454992005
seurat	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9551905239064412	0.05984483455994624	243	0.9832326188724521	0.03618482669493718	0.9358288195806445	0.07088585285278676
seurat	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9558864962583826	0.04336798280387938	243	0.9735764501033463	0.020261504894839178	0.9481370179810106	0.05751245253674428
seurat	0.1	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8643869738040422	0.15280871021135561	243	0.9702317289831466	0.03441000437345116	0.8351160976067071	0.1597037599414595
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8547145466624125	0.09329037491549129	243	0.957703779404704	0.037198909281847416	0.8026032622943166	0.11269929593094273
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9471595101015285	0.08360325119945729	243	0.9829204561521022	0.03804418159225125	0.9270467318808261	0.09376590052189819
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9507191357580796	0.053158559833038715	243	0.9731344589915126	0.019530356470929624	0.9406795210722898	0.07436910998342125
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.7228288561423507	0.14144179337019538	243	0.9228454573932815	0.05198490479850456	0.7217221281060089	0.15324770239533583
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7574287806750745	0.15826380804707293	243	0.945565923743715	0.04923482059189388	0.682214669728549	0.1867380559261428
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.863213213979386	0.1320368301142069	243	0.9798549241195548	0.04434241145188102	0.8069914534238667	0.17532880328559786
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8578469851585029	0.15713023968585027	243	0.9564376561623563	0.035217236123762784	0.8284808463946074	0.18296924943534337
seurat	0.1	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6514358084163626	0.18637815133750865	243	0.9236099545629267	0.051988550165277606	0.6191553636850659	0.20541468321527612
seurat	0.1	whole cortex	class	0.8430053734545065	0.11540760773563917	243	0.9430276911365914	0.05013423779252659	0.7935695409886162	0.13939997998635648
seurat	0.1	whole cortex	family	0.9302696956859515	0.12379874076218332	243	0.9721867447273367	0.03986179897664068	0.918507134583603	0.1456271503148097
seurat	0.1	whole cortex	global	0.9359785036882354	0.10599435521796716	243	0.9709633491716394	0.026916111732788604	0.925819171592881	0.13597491054006955
seurat	0.1	whole cortex	subclass	0.7932942922154869	0.15012416467889228	243	0.9413780234895968	0.055730706519220255	0.7541905297377421	0.17820241462767095
seurat	0.15	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8234803123352701	0.16391612931672583	243	0.9472750795745469	0.044821861455851375	0.8054547506235872	0.17502384969058737
seurat	0.15	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9263298959017637	0.06006368663991112	243	0.9843303361877765	0.032143687066382265	0.8857875908147651	0.09213712029517748
seurat	0.15	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9174203577935849	0.07400593977356411	243	0.9628318482626345	0.02832851031703819	0.8986332823384324	0.09318287249264942
seurat	0.15	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.8210890021439683	0.16503143749785995	243	0.9660118451609092	0.03620602649720513	0.7921730022228732	0.1791060222097877
seurat	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8748515325995836	0.15282660567912193	243	0.960919239604743	0.03770581401935352	0.8463323135481294	0.1597160454992005
seurat	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9551905239064412	0.05984483455994621	243	0.9832326188724521	0.03618482669493716	0.9358288195806445	0.07088585285278676
seurat	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9558864962583826	0.043367982803879344	243	0.9735764501033463	0.02026150489483918	0.9481370179810106	0.05751245253674429
seurat	0.15	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8643869738040422	0.15280871021135561	243	0.9702317289831466	0.03441000437345121	0.8351160976067071	0.15970375994145947
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8547130649715352	0.0932900337016405	243	0.9577037952848454	0.037198907969967505	0.8026006747618134	0.11269854232829914
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9471577109827368	0.08360327558887438	243	0.9829207739091151	0.03804380064319735	0.9270429382444726	0.09376578794609068
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9507173402991498	0.0531585837020085	243	0.9731347767485257	0.01952997000416043	0.9406757274359364	0.07436892218951936
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.7228283285436016	0.14144127244664967	243	0.9228461494536898	0.051984552806574415	0.7217205450222092	0.15324741155684235
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7574219277174594	0.15826905896169358	243	0.945565923743715	0.049234820591893866	0.6822063752934814	0.1867427427443688
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.8632091893215912	0.13203770652062197	243	0.9798569149781677	0.04433662112446932	0.806983158988799	0.1753291103838306
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8578419714773599	0.15712718294066155	243	0.9564375992245282	0.03521739317256403	0.8284687380333697	0.18296315331983473
seurat	0.15	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6514289554587476	0.1863875452273135	243	0.9236099545629267	0.051988550165277564	0.6191470692499982	0.20542435490499789
seurat	0.15	whole cortex	class	0.8429955887771896	0.11540877940515128	243	0.9430311239742921	0.05013345093117635	0.7935518938628665	0.13940530761748368
seurat	0.15	whole cortex	family	0.9302623724995562	0.12379594293726306	243	0.9721935586888021	0.03985631014056471	0.9184886250885453	0.14562675289825608
seurat	0.15	whole cortex	global	0.9359749196237019	0.10599919339282321	243	0.9709755375586099	0.02691212281292007	0.9257972533795233	0.13597879657016523
seurat	0.15	whole cortex	subclass	0.7932847870195324	0.15013235240179892	243	0.941381642624372	0.05573016526521518	0.7541740887158428	0.1782108252573985
seurat	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8234803123352701	0.1639161293167258	243	0.9472750795745469	0.04482186145585135	0.8054547506235872	0.17502384969058746
seurat	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9263298959017637	0.06006368663991132	243	0.9843303361877765	0.03214368706638229	0.8857875908147651	0.09213712029517745
seurat	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9174203577935849	0.07400593977356401	243	0.9628318482626345	0.028328510317038168	0.8986332823384324	0.09318287249264937
seurat	0.2	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.8210890021439683	0.16503143749785992	243	0.9660118451609092	0.03620602649720512	0.7921730022228732	0.1791060222097877
seurat	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8748515325995836	0.1528266056791219	243	0.960919239604743	0.03770581401935352	0.8463323135481294	0.15971604549920052
seurat	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9551905239064412	0.05984483455994624	243	0.9832326188724521	0.03618482669493718	0.9358288195806445	0.07088585285278673
seurat	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9558864962583826	0.04336798280387939	243	0.9735764501033463	0.020261504894839195	0.9481370179810106	0.05751245253674434
seurat	0.2	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8643869738040422	0.15280871021135561	243	0.9702317289831466	0.03441000437345116	0.8351160976067071	0.15970375994145952
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8544342602733983	0.09350445138702769	243	0.9577283366959718	0.037184587825996124	0.8021050000023711	0.11302226561436479
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9468786657471686	0.08391564752906029	243	0.9829448597959303	0.037996852894927	0.9265140685196299	0.0942998520920923
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9504585893615537	0.05361823538886918	243	0.9732096713171261	0.019493784146441404	0.940085329143107	0.07497780301993992
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.7225676287596047	0.14154412087952326	243	0.9228905071226011	0.05199835936462396	0.7212622384021878	0.15348784876884627
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7572141150090537	0.15835790235941544	243	0.945611206890181	0.049193059131688324	0.6818412895567472	0.18681481913291437
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.8630204778516729	0.1320446676776049	243	0.9799404490602253	0.044147607447726285	0.8065672119795672	0.17529667652681422
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8575918025566895	0.15699119542997692	243	0.956443842202572	0.03522961913928557	0.8279000430706026	0.1826958100035395
seurat	0.2	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6512247447543079	0.18656888339765768	243	0.9237045389131274	0.051983793799187605	0.6188109335794498	0.20560554924359656
seurat	0.2	whole cortex	class	0.8425353229283283	0.11564637028615596	243	0.943117695084855	0.0500902459136628	0.7927566042534729	0.13977620455209508
seurat	0.2	whole cortex	family	0.9297689830699081	0.12400605209748175	243	0.9722535651353084	0.039781476580209446	0.9175647758812472	0.14594525325738286
seurat	0.2	whole cortex	global	0.9356176777163429	0.10632469868210324	243	0.971263111706932	0.02686000863442803	0.9248096308709601	0.13629244201644786
seurat	0.2	whole cortex	subclass	0.7928671081104497	0.15041068500194404	243	0.9420887036019319	0.05526622644059205	0.7534965949212226	0.17850221461303561
seurat	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8234808168435941	0.16391597252900325	243	0.9472762712016312	0.04482050409292352	0.8054547506235872	0.1750238496905874
seurat	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9263292566162861	0.060063740718641685	243	0.9843303336088307	0.03214368595491488	0.8857864998215684	0.09213747550608861
seurat	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9174203590206546	0.0740058527791611	243	0.9628325382822853	0.02832776506128022	0.8986321913452359	0.09318337473645914
seurat	0.25	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.821089018454602	0.16503143563266642	243	0.9660118569315769	0.03620603234657245	0.7921730022228732	0.17910602220978772
seurat	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8748460189673833	0.1528362781557751	243	0.9609372226502854	0.03769342071998796	0.8463142724696661	0.1597453079668335
seurat	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9551816847025075	0.059870989659411906	243	0.9832479185223055	0.036149584518029486	0.9358061286605667	0.07096506733357524
seurat	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9558651065835724	0.04346938822138908	243	0.973581591960003	0.02025764489876197	0.9481015014563119	0.05766897070739979
seurat	0.25	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.8643795186055995	0.15281777474310013	243	0.9702446665160562	0.034398854062577894	0.835098056528244	0.15973183283720693
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.852802238239266	0.09468546058103784	243	0.9578292747914942	0.03708914099398542	0.7992029221737198	0.1148498279503223
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.9452073088184028	0.08561470068893814	243	0.983073924085775	0.03766545994094017	0.9233427176990581	0.0973472231903174
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.9490784856456108	0.055712628088706986	243	0.973825754673627	0.019224661182784326	0.9365898001149836	0.07809610683038479
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.720999194137295	0.1421859155346644	243	0.9229535869712014	0.051992993138774056	0.718592925175933	0.1548427752838124
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.7557350978334133	0.15894260387520276	243	0.9458164769259741	0.049017195064128556	0.6792764470806912	0.18729176212325369
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.8615752839736938	0.1323112484478481	243	0.9802541044831763	0.043517669210565664	0.8036550191463502	0.17542700615888077
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.8560995518606647	0.15637970257120135	243	0.9565579042580807	0.0352829446462037	0.8243286931266146	0.18165069099338138
seurat	0.25	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.6498573709768009	0.18742430004814684	243	0.9240734763042127	0.05180186087576085	0.6164739144721909	0.20643615656208222
seurat	0.25	whole cortex	class	0.8398602371344637	0.11779498522186374	243	0.9435892772958729	0.04987741807504799	0.788497558177231	0.1427017125625392
seurat	0.25	whole cortex	family	0.9268552364903084	0.12619304833676884	243	0.9726049336641649	0.03951111292013406	0.9124887740088609	0.14894365324269407
seurat	0.25	whole cortex	global	0.9331620734341025	0.10917628705592017	243	0.9726382130363354	0.026624967233500836	0.9193930661363348	0.13939010842605112
seurat	0.25	whole cortex	subclass	0.7903873585968678	0.1523891078643417	243	0.9431485035776301	0.05487705667821144	0.7499118039844028	0.18061365224128378
seurat	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	class	0.8216829827900645	0.1646812172789298	243	0.9538840737227567	0.039242895829235534	0.797599089175414	0.17786895521859533
seurat	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	family	0.9175050731238149	0.06481675335738982	243	0.9847981617170757	0.03137071235017532	0.8710969631489995	0.10157053876937948
seurat	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	global	0.9100051067741828	0.07989844496435976	243	0.9647501635253171	0.026906564290793734	0.8836004551353154	0.10345002164505654
seurat	0.5	Adult mouse cortical cell taxonomy revealed by single cell transcriptomics	subclass	0.8176400213200418	0.16672683486005618	243	0.9688259163166721	0.03379286378028569	0.7853708094351576	0.1820573966302609
seurat	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	class	0.8703313055996336	0.155742727806627	243	0.9627689881637621	0.036716507885046434	0.8378809599559932	0.16433375958161392
seurat	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	family	0.9498190301580327	0.06534025901017408	243	0.984812684646329	0.03277567630593869	0.9251849866031943	0.08185764902393813
seurat	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	global	0.9508418852212502	0.05198809664159822	243	0.9761319665603383	0.01865864424127032	0.9361635190055285	0.0716422213506821
seurat	0.5	An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types	subclass	0.859760217859255	0.15571602625774955	243	0.9717988303137349	0.03357211928077151	0.8273832957460965	0.16424537630771882
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	class	0.8021375911008225	0.14092614737052667	243	0.9601376443796759	0.03600117250174503	0.725673605522782	0.16623947836869046
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	family	0.8934747786611619	0.14266957543402603	243	0.9857353946543239	0.03304433384264633	0.843244072592765	0.17207545157165108
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	global	0.897673411842798	0.12289300707126163	243	0.9808365720122062	0.016041181641790647	0.8496486033684759	0.16004754269210517
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions 10x	subclass	0.6751102080767248	0.16617234611404644	243	0.9258978305683156	0.0521081887080423	0.6534363094158591	0.18664450450301243
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	class	0.6978489246245027	0.17970226776850648	243	0.9496405203542834	0.047045686615411454	0.5971610795609237	0.20314578472292638
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	family	0.7978472615322627	0.16760306325839489	243	0.9828750578837402	0.04194419322022254	0.7087736764632943	0.21090081877270744
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	global	0.7968550463737353	0.16878434199707862	243	0.9645401536476629	0.034306892325291306	0.7192704113593607	0.20379667279293198
seurat	0.5	Single-cell RNA-seq for all cortical  hippocampal regions SMART-Seq v4	subclass	0.5987621014055886	0.19547040222295325	243	0.9299469590551129	0.051518001946518795	0.5429484303526062	0.21180736199776445
seurat	0.5	whole cortex	class	0.7684295940025287	0.17103422894049045	243	0.9530375030887973	0.04385595702830199	0.6907485109685988	0.18658971624556375
seurat	0.5	whole cortex	family	0.8489321314511739	0.18620834298349906	243	0.9803757806026746	0.03282112935082888	0.7973785010011447	0.20634947537327286
seurat	0.5	whole cortex	global	0.8533236664532738	0.17719186593775074	243	0.9843079240045876	0.022961751236177802	0.7997017571816615	0.20212090352783027
